date,product,store,demand,is_promotion,unit_cost,selling_price,holding_cost_per_unit,stockout_cost_per_unit,temperature,is_weekend,is_holiday
2022-05-28,Electronics,Store_A,58,0,150,226.91,3.0,22.5,25.4,1,0
2022-05-29,Electronics,Store_A,60,0,150,240.8,3.0,22.5,27.3,1,0
2022-05-30,Electronics,Store_A,65,0,150,231.09,3.0,22.5,28.8,0,0
2022-05-31,Electronics,Store_A,76,0,150,205.08,3.0,22.5,26.5,0,0
2022-06-01,Electronics,Store_A,89,1,150,246.11,3.0,22.5,29.8,0,0
2022-06-02,Electronics,Store_A,70,0,150,225.89,3.0,22.5,34.6,0,0
2022-06-03,Electronics,Store_A,65,0,150,208.59,3.0,22.5,27.3,0,0
2022-06-04,Electronics,Store_A,73,1,150,258.14,3.0,22.5,31.6,1,0
2022-06-05,Electronics,Store_A,58,0,150,207.27,3.0,22.5,28.4,1,0
2022-06-06,Electronics,Store_A,70,0,150,234.23,3.0,22.5,29.5,0,0
2022-06-07,Electronics,Store_A,74,0,150,256.24,3.0,22.5,29.0,0,0
2022-06-08,Electronics,Store_A,75,0,150,217.6,3.0,22.5,19.2,0,0
2022-06-09,Electronics,Store_A,65,0,150,262.47,3.0,22.5,25.7,0,0
2022-06-10,Electronics,Store_A,66,0,150,241.82,3.0,22.5,25.7,0,0
2022-06-11,Electronics,Store_A,58,0,150,220.12,3.0,22.5,26.9,1,0
2022-06-12,Electronics,Store_A,61,0,150,235.01,3.0,22.5,28.7,1,0
2022-06-13,Electronics,Store_A,64,0,150,218.38,3.0,22.5,25.9,0,0
2022-06-14,Electronics,Store_A,80,0,150,260.76,3.0,22.5,25.7,0,0
2022-06-15,Electronics,Store_A,81,0,150,206.24,3.0,22.5,22.9,0,0
2022-06-16,Electronics,Store_A,74,0,150,243.09,3.0,22.5,26.9,0,0
2022-06-17,Electronics,Store_A,55,0,150,220.93,3.0,22.5,24.5,0,0
2022-06-18,Electronics,Store_A,56,0,150,225.06,3.0,22.5,26.0,1,0
2022-06-19,Electronics,Store_A,58,0,150,240.86,3.0,22.5,31.1,1,0
2022-06-20,Electronics,Store_A,84,1,150,264.19,3.0,22.5,24.7,0,0
2022-06-21,Electronics,Store_A,73,0,150,240.5,3.0,22.5,19.3,0,0
2022-06-22,Electronics,Store_A,75,0,150,264.42,3.0,22.5,22.7,0,0
2022-06-23,Electronics,Store_A,78,0,150,224.93,3.0,22.5,23.8,0,0
2022-06-24,Electronics,Store_A,76,1,150,195.35,3.0,22.5,20.2,0,0
2022-06-25,Electronics,Store_A,57,0,150,263.99,3.0,22.5,14.7,1,0
2022-06-26,Electronics,Store_A,60,0,150,228.92,3.0,22.5,19.0,1,0
2022-06-27,Electronics,Store_A,58,0,150,208.23,3.0,22.5,20.7,0,0
2022-06-28,Electronics,Store_A,74,0,150,222.18,3.0,22.5,20.4,0,0
2022-06-29,Electronics,Store_A,68,0,150,267.08,3.0,22.5,22.2,0,0
2022-06-30,Electronics,Store_A,63,0,150,269.77,3.0,22.5,19.9,0,0
2022-07-01,Electronics,Store_A,55,0,150,251.25,3.0,22.5,20.6,0,0
2022-07-02,Electronics,Store_A,51,0,150,209.3,3.0,22.5,20.3,1,0
2022-07-03,Electronics,Store_A,76,1,150,199.93,3.0,22.5,16.3,1,0
2022-07-04,Electronics,Store_A,77,0,150,228.06,3.0,22.5,11.4,0,1
2022-07-05,Electronics,Store_A,74,0,150,208.64,3.0,22.5,19.7,0,1
2022-07-06,Electronics,Store_A,80,0,150,215.31,3.0,22.5,20.4,0,1
2022-07-07,Electronics,Store_A,73,0,150,206.71,3.0,22.5,18.4,0,1
2022-07-08,Electronics,Store_A,56,0,150,211.65,3.0,22.5,18.4,0,0
2022-07-09,Electronics,Store_A,51,0,150,208.39,3.0,22.5,17.7,1,0
2022-07-10,Electronics,Store_A,50,0,150,213.24,3.0,22.5,17.1,1,0
2022-07-11,Electronics,Store_A,60,0,150,224.79,3.0,22.5,18.3,0,0
2022-07-12,Electronics,Store_A,64,0,150,262.23,3.0,22.5,14.5,0,0
2022-07-13,Electronics,Store_A,75,1,150,261.95,3.0,22.5,22.3,0,0
2022-07-14,Electronics,Store_A,58,0,150,223.48,3.0,22.5,14.3,0,0
2022-07-15,Electronics,Store_A,57,0,150,225.71,3.0,22.5,12.3,0,0
2022-07-16,Electronics,Store_A,41,0,150,266.13,3.0,22.5,14.7,1,0
2022-07-17,Electronics,Store_A,54,0,150,254.99,3.0,22.5,16.0,1,0
2022-07-18,Electronics,Store_A,66,0,150,214.34,3.0,22.5,17.8,0,0
2022-07-19,Electronics,Store_A,60,0,150,215.42,3.0,22.5,15.9,0,0
2022-07-20,Electronics,Store_A,73,1,150,236.56,3.0,22.5,17.0,0,0
2022-07-21,Electronics,Store_A,60,0,150,195.82,3.0,22.5,16.6,0,0
2022-07-22,Electronics,Store_A,59,0,150,244.88,3.0,22.5,19.5,0,0
2022-07-23,Electronics,Store_A,46,0,150,223.74,3.0,22.5,17.0,1,0
2022-07-24,Electronics,Store_A,47,0,150,240.24,3.0,22.5,14.9,1,0
2022-07-25,Electronics,Store_A,50,0,150,221.68,3.0,22.5,11.7,0,0
2022-07-26,Electronics,Store_A,66,0,150,230.7,3.0,22.5,8.6,0,0
2022-07-27,Electronics,Store_A,66,0,150,211.12,3.0,22.5,14.2,0,0
2022-07-28,Electronics,Store_A,75,1,150,198.86,3.0,22.5,8.8,0,0
2022-07-29,Electronics,Store_A,44,0,150,252.82,3.0,22.5,16.1,0,0
2022-07-30,Electronics,Store_A,46,0,150,232.16,3.0,22.5,11.9,1,0
2022-07-31,Electronics,Store_A,41,0,150,256.43,3.0,22.5,11.5,1,0
2022-08-01,Electronics,Store_A,50,0,150,239.27,3.0,22.5,15.3,0,0
2022-08-02,Electronics,Store_A,57,0,150,235.64,3.0,22.5,11.6,0,0
2022-08-03,Electronics,Store_A,67,0,150,244.41,3.0,22.5,13.9,0,0
2022-08-04,Electronics,Store_A,56,0,150,231.71,3.0,22.5,13.7,0,0
2022-08-05,Electronics,Store_A,53,0,150,197.55,3.0,22.5,12.0,0,0
2022-08-06,Electronics,Store_A,46,0,150,267.83,3.0,22.5,10.8,1,0
2022-08-07,Electronics,Store_A,50,0,150,258.34,3.0,22.5,10.9,1,0
2022-08-08,Electronics,Store_A,48,0,150,204.04,3.0,22.5,12.5,0,0
2022-08-09,Electronics,Store_A,69,1,150,249.36,3.0,22.5,14.6,0,0
2022-08-10,Electronics,Store_A,77,1,150,254.3,3.0,22.5,4.8,0,0
2022-08-11,Electronics,Store_A,60,0,150,241.19,3.0,22.5,11.2,0,0
2022-08-12,Electronics,Store_A,51,0,150,254.91,3.0,22.5,10.3,0,0
2022-08-13,Electronics,Store_A,47,0,150,225.14,3.0,22.5,7.9,1,0
2022-08-14,Electronics,Store_A,48,0,150,268.81,3.0,22.5,10.7,1,0
2022-08-15,Electronics,Store_A,45,0,150,250.32,3.0,22.5,4.3,0,0
2022-08-16,Electronics,Store_A,58,0,150,216.54,3.0,22.5,7.0,0,0
2022-08-17,Electronics,Store_A,54,0,150,245.97,3.0,22.5,5.6,0,0
2022-08-18,Electronics,Store_A,55,0,150,260.93,3.0,22.5,6.6,0,0
2022-08-19,Electronics,Store_A,56,0,150,207.53,3.0,22.5,6.9,0,0
2022-08-20,Electronics,Store_A,46,0,150,233.45,3.0,22.5,13.6,1,0
2022-08-21,Electronics,Store_A,41,0,150,208.98,3.0,22.5,6.7,1,0
2022-08-22,Electronics,Store_A,49,0,150,267.68,3.0,22.5,7.9,0,0
2022-08-23,Electronics,Store_A,57,0,150,251.87,3.0,22.5,4.7,0,0
2022-08-24,Electronics,Store_A,62,0,150,211.83,3.0,22.5,6.9,0,0
2022-08-25,Electronics,Store_A,64,0,150,238.51,3.0,22.5,10.7,0,0
2022-08-26,Electronics,Store_A,57,1,150,204.71,3.0,22.5,9.5,0,0
2022-08-27,Electronics,Store_A,42,0,150,236.31,3.0,22.5,10.9,1,0
2022-08-28,Electronics,Store_A,48,1,150,214.48,3.0,22.5,3.7,1,0
2022-08-29,Electronics,Store_A,46,0,150,211.51,3.0,22.5,7.3,0,0
2022-08-30,Electronics,Store_A,43,0,150,239.43,3.0,22.5,4.6,0,0
2022-08-31,Electronics,Store_A,65,0,150,237.43,3.0,22.5,3.7,0,0
2022-09-01,Electronics,Store_A,55,0,150,244.38,3.0,22.5,7.8,0,0
2022-09-02,Electronics,Store_A,47,0,150,257.78,3.0,22.5,8.9,0,0
2022-09-03,Electronics,Store_A,43,0,150,251.45,3.0,22.5,11.3,1,0
2022-09-04,Electronics,Store_A,40,0,150,250.76,3.0,22.5,4.1,1,0
2022-09-05,Electronics,Store_A,51,0,150,233.06,3.0,22.5,7.7,0,0
2022-09-06,Electronics,Store_A,72,1,150,268.59,3.0,22.5,1.9,0,0
2022-09-07,Electronics,Store_A,61,0,150,235.5,3.0,22.5,2.2,0,0
2022-09-08,Electronics,Store_A,54,0,150,235.59,3.0,22.5,4.9,0,0
2022-09-09,Electronics,Store_A,49,0,150,264.9,3.0,22.5,1.7,0,0
2022-09-10,Electronics,Store_A,39,0,150,200.09,3.0,22.5,7.2,1,0
2022-09-11,Electronics,Store_A,39,0,150,238.66,3.0,22.5,6.4,1,0
2022-09-12,Electronics,Store_A,46,0,150,260.37,3.0,22.5,6.2,0,0
2022-09-13,Electronics,Store_A,58,0,150,196.84,3.0,22.5,4.1,0,0
2022-09-14,Electronics,Store_A,70,1,150,252.78,3.0,22.5,-0.5,0,0
2022-09-15,Electronics,Store_A,46,0,150,269.78,3.0,22.5,4.3,0,0
2022-09-16,Electronics,Store_A,39,0,150,254.61,3.0,22.5,4.9,0,0
2022-09-17,Electronics,Store_A,43,0,150,215.49,3.0,22.5,9.3,1,0
2022-09-18,Electronics,Store_A,39,0,150,265.77,3.0,22.5,1.9,1,0
2022-09-19,Electronics,Store_A,43,0,150,215.57,3.0,22.5,10.3,0,0
2022-09-20,Electronics,Store_A,59,0,150,212.25,3.0,22.5,4.6,0,0
2022-09-21,Electronics,Store_A,58,0,150,222.64,3.0,22.5,4.5,0,0
2022-09-22,Electronics,Store_A,54,0,150,208.91,3.0,22.5,5.1,0,0
2022-09-23,Electronics,Store_A,46,0,150,258.36,3.0,22.5,7.3,0,0
2022-09-24,Electronics,Store_A,34,0,150,197.44,3.0,22.5,6.1,1,0
2022-09-25,Electronics,Store_A,45,0,150,231.11,3.0,22.5,6.5,1,0
2022-09-26,Electronics,Store_A,49,0,150,227.27,3.0,22.5,2.8,0,0
2022-09-27,Electronics,Store_A,53,0,150,238.65,3.0,22.5,5.0,0,0
2022-09-28,Electronics,Store_A,55,0,150,229.14,3.0,22.5,8.0,0,0
2022-09-29,Electronics,Store_A,64,1,150,231.0,3.0,22.5,2.9,0,0
2022-09-30,Electronics,Store_A,47,0,150,259.51,3.0,22.5,1.7,0,0
2022-10-01,Electronics,Store_A,38,0,150,202.87,3.0,22.5,3.3,1,0
2022-10-02,Electronics,Store_A,50,0,150,247.68,3.0,22.5,4.9,1,0
2022-10-03,Electronics,Store_A,44,0,150,221.3,3.0,22.5,5.1,0,0
2022-10-04,Electronics,Store_A,67,1,150,204.95,3.0,22.5,2.8,0,0
2022-10-05,Electronics,Store_A,62,0,150,210.01,3.0,22.5,6.9,0,0
2022-10-06,Electronics,Store_A,53,0,150,247.99,3.0,22.5,2.7,0,0
2022-10-07,Electronics,Store_A,63,1,150,260.32,3.0,22.5,6.2,0,0
2022-10-08,Electronics,Store_A,36,0,150,256.11,3.0,22.5,8.4,1,0
2022-10-09,Electronics,Store_A,53,1,150,256.3,3.0,22.5,8.0,1,0
2022-10-10,Electronics,Store_A,50,0,150,249.87,3.0,22.5,11.7,0,0
2022-10-11,Electronics,Store_A,64,1,150,254.23,3.0,22.5,3.6,0,0
2022-10-12,Electronics,Store_A,70,0,150,248.94,3.0,22.5,5.0,0,0
2022-10-13,Electronics,Store_A,48,0,150,246.02,3.0,22.5,7.0,0,0
2022-10-14,Electronics,Store_A,61,1,150,249.54,3.0,22.5,5.1,0,0
2022-10-15,Electronics,Store_A,31,0,150,222.83,3.0,22.5,2.7,1,0
2022-10-16,Electronics,Store_A,34,0,150,249.39,3.0,22.5,11.5,1,0
2022-10-17,Electronics,Store_A,42,0,150,239.43,3.0,22.5,3.9,0,0
2022-10-18,Electronics,Store_A,59,0,150,242.37,3.0,22.5,1.9,0,0
2022-10-19,Electronics,Store_A,60,0,150,263.18,3.0,22.5,3.7,0,0
2022-10-20,Electronics,Store_A,54,0,150,231.92,3.0,22.5,4.9,0,0
2022-10-21,Electronics,Store_A,44,0,150,233.61,3.0,22.5,9.1,0,0
2022-10-22,Electronics,Store_A,35,0,150,224.33,3.0,22.5,7.0,1,0
2022-10-23,Electronics,Store_A,44,0,150,219.39,3.0,22.5,2.3,1,0
2022-10-24,Electronics,Store_A,43,0,150,200.51,3.0,22.5,5.4,0,0
2022-10-25,Electronics,Store_A,49,0,150,257.17,3.0,22.5,7.1,0,0
2022-10-26,Electronics,Store_A,62,0,150,248.01,3.0,22.5,2.2,0,0
2022-10-27,Electronics,Store_A,57,0,150,230.6,3.0,22.5,10.2,0,0
2022-10-28,Electronics,Store_A,47,0,150,260.12,3.0,22.5,10.5,0,0
2022-10-29,Electronics,Store_A,39,0,150,199.28,3.0,22.5,5.1,1,0
2022-10-30,Electronics,Store_A,42,0,150,265.04,3.0,22.5,3.8,1,0
2022-10-31,Electronics,Store_A,48,0,150,206.13,3.0,22.5,7.0,0,0
2022-11-01,Electronics,Store_A,59,0,150,260.09,3.0,22.5,8.5,0,0
2022-11-02,Electronics,Store_A,52,0,150,245.01,3.0,22.5,16.1,0,0
2022-11-03,Electronics,Store_A,51,0,150,245.51,3.0,22.5,9.3,0,0
2022-11-04,Electronics,Store_A,47,0,150,228.28,3.0,22.5,5.6,0,0
2022-11-05,Electronics,Store_A,43,0,150,257.86,3.0,22.5,4.9,1,0
2022-11-06,Electronics,Store_A,43,0,150,241.34,3.0,22.5,13.8,1,0
2022-11-07,Electronics,Store_A,49,0,150,264.82,3.0,22.5,8.2,0,0
2022-11-08,Electronics,Store_A,55,0,150,244.42,3.0,22.5,10.1,0,0
2022-11-09,Electronics,Store_A,58,0,150,244.34,3.0,22.5,9.2,0,0
2022-11-10,Electronics,Store_A,60,0,150,253.68,3.0,22.5,7.7,0,0
2022-11-11,Electronics,Store_A,50,0,150,225.31,3.0,22.5,9.7,0,0
2022-11-12,Electronics,Store_A,46,0,150,252.17,3.0,22.5,10.5,1,0
2022-11-13,Electronics,Store_A,49,0,150,204.02,3.0,22.5,8.2,1,0
2022-11-14,Electronics,Store_A,47,0,150,247.16,3.0,22.5,4.2,0,0
2022-11-15,Electronics,Store_A,54,0,150,222.99,3.0,22.5,8.4,0,0
2022-11-16,Electronics,Store_A,63,0,150,245.12,3.0,22.5,7.4,0,0
2022-11-17,Electronics,Store_A,48,0,150,259.75,3.0,22.5,7.6,0,0
2022-11-18,Electronics,Store_A,47,0,150,220.59,3.0,22.5,9.8,0,0
